id,word,word_nikud,category,transliteration,translation_en,audio_file,difficulty,tags,images
480,רעש,רַעַשׁ,שמות עצם,Ra'ash,Noise,noun_raash.wav,3,שמות_עצם,
481,אור,אוֹר,שמות עצם,Or,Light,noun_or.wav,3,שמות_עצם,
482,חשך,חֹשֶׁךְ,שמות עצם,Choshech,Darkness,noun_choshech.wav,3,שמות_עצם,
483,מקום,מָקוֹם,שמות עצם,Makom,Place,noun_makom.wav,3,שמות_עצם,
484,אכל,אָכַל,פעלים - עבר,Achal,"Ate (m, past)",verb_achal.wav,4,פעלים_-_עבר,
485,אכלה,אָכְלָה,פעלים - עבר,Achla,"Ate (f, past)",verb_achla.wav,4,פעלים_-_עבר,
486,שתה,שָׁתָה,פעלים - עבר,Shata,"Drank (m, past)",verb_shata.wav,4,פעלים_-_עבר,
487,שתתה,שָׁתְתָה,פעלים - עבר,Shat'ta,"Drank (f, past)",verb_shatta.wav,4,פעלים_-_עבר,
488,כתב,כָּתַב,פעלים - עבר,Katav,"Wrote (m, past)",verb_katav.wav,4,פעלים_-_עבר,
489,כתבה,כָּתְבָה,פעלים - עבר,Katva,"Wrote (f, past)",verb_katva.wav,4,פעלים_-_עבר,
490,קרא,קָרָא,פעלים - עבר,Kara,"Read (m, past)",verb_kara.wav,4,פעלים_-_עבר,
491,קראה,קָרְאָה,פעלים - עבר,Kar'a,"Read (f, past)",verb_karaa.wav,4,פעלים_-_עבר,
492,ישב,יָשַׁב,פעלים - עבר,Yashav,"Sat (m, past)",verb_yashav.wav,4,פעלים_-_עבר,
493,ישבה,יָשְׁבָה,פעלים - עבר,Yashva,"Sat (f, past)",verb_yashva.wav,4,פעלים_-_עבר,
494,עמד,עָמַד,פעלים - עבר,Amad,"Stood (m, past)",verb_amad.wav,4,פעלים_-_עבר,
495,עמדה,עָמְדָה,פעלים - עבר,Amda,"Stood (f, past)",verb_amda.wav,4,פעלים_-_עבר,
496,נתן,נָתַן,פעלים - עבר,Natan,"Gave (m, past)",verb_natan.wav,4,פעלים_-_עבר,
497,נתנה,נָתְנָה,פעלים - עבר,Natna,"Gave (f, past)",verb_natna.wav,4,פעלים_-_עבר,
498,חכמה,חֲכָמָה,שמות תואר,Chachama,Smart (f),adj_chachama.wav,2,שמות_תואר,
499,נחמדה,נֶחְמָדָה,שמות תואר,Nechmada,Nice (f),adj_nechmada.wav,2,שמות_תואר,
500,עצלנית,עַצְלָנִית,שמות תואר,Atzlanit,Lazy (f),adj_atzlanit.wav,2,שמות_תואר,
501,חרוצה,חֲרוּצָה,שמות תואר,Charutza,Diligent (f),adj_charutza.wav,2,שמות_תואר,
502,בישנית,בַּיְשָׁנִית,שמות תואר,Bayshanit,Shy (f),adj_bayshanit.wav,2,שמות_תואר,
503,מצחיקה,מַצְחִיקָה,שמות תואר,Matzchika,Funny (f),adj_matzchika.wav,2,שמות_תואר,
504,מאוד,מְאוֹד,תואר הפועל,Me'od,Very,adverb_meod.wav,3,תואר_הפועל,
505,מהר,מַהֵר,תואר הפועל,Maher,Quickly/Fast,adverb_maher.wav,3,תואר_הפועל,
506,לאט,לְאַט,תואר הפועל,Le'at,Slowly,adverb_leat.wav,3,תואר_הפועל,
507,תמיד,תָּמִיד,תואר הפועל,Tamid,Always,adverb_tamid.wav,3,תואר_הפועל,
508,לפעמים,לִפְעָמִים,תואר הפועל,Lif'amim,Sometimes,adverb_lifamim.wav,3,תואר_הפועל,
509,אף פעם,אַף פַּעַם,תואר הפועל,Af Pa'am,Never,adverb_af_paam.wav,3,תואר_הפועל,
510,כבר,כְּבָר,תואר הפועל,Kvar,Already,adverb_kvar.wav,3,תואר_הפועל,
511,עדין,עֲדַיִן,תואר הפועל,Adayin,Still/Yet,adverb_adayin.wav,3,תואר_הפועל,
512,יחד,יַחַד,תואר הפועל,Yachad,Together,adverb_yachad.wav,3,תואר_הפועל,
513,לבד,לְבַד,תואר הפועל,Levad,Alone,adverb_levad.wav,3,תואר_הפועל,
514,מצלמה,מַצְלֵמָה,שמות עצם,Matzlema,Camera,noun_matzlema.wav,3,שמות_עצם,
515,דגל,דֶּגֶל,שמות עצם,Degel,Flag,noun_degel.wav,3,שמות_עצם,
516,ארמון,אַרְמוֹן,שמות עצם,Armon,Palace,noun_armon.wav,3,שמות_עצם,
517,מדבר,מִדְבָּר,שמות עצם,Midbar,Desert,noun_midbar.wav,3,שמות_עצם,
518,אריה,אריה,בעלי חיים,Aryeh,Lion,animal_arye.wav,2,בעלי_חיים,
519,עוף,עוף,מזון ומשקאות,Of,Chicken,food_of.wav,2,מזון_ומשקאות,
520,מדינה,מְדִינָה,ממשל וחברה,Medina,Country/State,gov_medina.wav,3,ממשל_וחברה,
521,ממשלה,מֶמְשָׁלָה,ממשל וחברה,Memshala,Government,gov_memshala.wav,3,ממשל_וחברה,
522,חק,חֹק,ממשל וחברה,Chok,Law,gov_chok.wav,3,ממשל_וחברה,
523,משטרה,מִשְׁטָרָה,ממשל וחברה,Mishtara,Police,gov_mishtara.wav,3,ממשל_וחברה,
524,צבא,צָבָא,ממשל וחברה,Tzava,Army,gov_tzava.wav,3,ממשל_וחברה,
525,נשיא,נָשִׂיא,ממשל וחברה,Nasi,President,gov_nasi.wav,3,ממשל_וחברה,
526,ראש ממשלה,רֹאשׁ מֶמְשָׁלָה,ממשל וחברה,Rosh Memshala,Prime Minister,gov_rosh_memshala.wav,3,ממשל_וחברה,
527,אזרח,אֶזְרָח,ממשל וחברה,Ezrach,Citizen,gov_ezrach.wav,3,ממשל_וחברה,
528,בחירות,בְּחִירוֹת,ממשל וחברה,Bchirot,Elections,gov_bchirot.wav,3,ממשל_וחברה,
529,מלחמה,מִלְחָמָה,ממשל וחברה,Milchama,War,gov_milchama.wav,3,ממשל_וחברה,
530,תוצאה,תּוֹצָאָה,מושגים כלליים,Totza'a,Result,general_result.wav,3,מושגים_כלליים,
531,פתרון,פִּתְרוֹן,מושגים כלליים,Pitaron,Solution,general_solution.wav,3,מושגים_כלליים,
532,יוצא,יוֹצֵא,פעלים - הווה,Yotze,Goes out (m),verb_yotze.wav,3,פעלים_-_הווה,
533,יוצאת,יוֹצֵאת,פעלים - הווה,Yotzet,Goes out (f),verb_yotzet.wav,3,פעלים_-_הווה,
534,נכנס,נִכְנָס,פעלים - הווה,Nichnas,Enters (m),verb_nichnas.wav,3,פעלים_-_הווה,
535,נכנסת,נִכְנֶסֶת,פעלים - הווה,Nichneset,Enters (f),verb_nichneset.wav,3,פעלים_-_הווה,
536,עולה,עוֹלֶה,פעלים - הווה,Oleh,Goes up (m),verb_oleh.wav,3,פעלים_-_הווה,
537,עולה,עוֹלָה,פעלים - הווה,Ola,Goes up (f),verb_ola.wav,3,פעלים_-_הווה,
538,יורד,יוֹרֵד,פעלים - הווה,Yored,Goes down (m),verb_yored.wav,3,פעלים_-_הווה,
539,יורדת,יוֹרֶדֶת,פעלים - הווה,Yoredet,Goes down (f),verb_yoredet.wav,3,פעלים_-_הווה,
540,שוחה,שׂוֹחֶה,פעלים - הווה,Socheh,Swims (m),verb_socheh.wav,3,פעלים_-_הווה,
541,שוחה,שׂוֹחָה,פעלים - הווה,Socha,Swims (f),verb_socha.wav,3,פעלים_-_הווה,
542,פתוחה,פְּתוּחָה,שמות תואר,Ptucha,Open (f),adj_ptucha.wav,2,שמות_תואר,
543,סגורה,סְגוּרָה,שמות תואר,Sgura,Closed (f),adj_sgura.wav,2,שמות_תואר,
544,מלאה,מְלֵאָה,שמות תואר,Mele'a,Full (f),adj_melea.wav,2,שמות_תואר,
545,ריקה,רֵיקָה,שמות תואר,Reka,Empty (f),adj_reka.wav,2,שמות_תואר,
546,שבור,שָׁבוּר,שמות תואר,Shavur,Broken (m),adj_shavur.wav,2,שמות_תואר,
547,שבורה,שְׁבוּרָה,שמות תואר,Shvura,Broken (f),adj_shvura.wav,2,שמות_תואר,
548,מתקן,מְתֻקָּן,שמות תואר,Metukan,Fixed (m),adj_metukan.wav,2,שמות_תואר,
549,מתקנת,מְתֻקֶּנֶת,שמות תואר,Metukenet,Fixed (f),adj_metukenet.wav,2,שמות_תואר,
550,רטב,רָטֹב,שמות תואר,Ratov,Wet (m),adj_ratov.wav,2,שמות_תואר,
551,רטבה,רְטֻבָּה,שמות תואר,Retuba,Wet (f),adj_retuba.wav,2,שמות_תואר,
552,יבש,יָבֵשׁ,שמות תואר,Yavesh,Dry (m),adj_yavesh.wav,2,שמות_תואר,
553,יבשה,יְבֵשָׁה,שמות תואר,Yevesha,Dry (f),adj_yevesha.wav,2,שמות_תואר,
554,מספר,מִסְפָּר,מושגים כלליים,Mispar,Number,general_mispar.wav,3,מושגים_כלליים,
555,שם,שֵׁם,מושגים כלליים,Shem,Name,general_shem.wav,3,מושגים_כלליים,
556,מלה,מִלָּה,מושגים כלליים,Mila,Word,general_mila.wav,3,מושגים_כלליים,
557,משפט,מִשְׁפָּט,מושגים כלליים,Mishpat,Sentence,general_mishpat.wav,3,מושגים_כלליים,
558,סמל,סֵמֶל,מושגים כלליים,Semel,Symbol,general_semel.wav,3,מושגים_כלליים,
559,כוון,כִּוּוּן,מושגים כלליים,Kivun,Direction,general_kivun.wav,3,מושגים_כלליים,
560,מדבר,מְדַבֵּר,פעלים - הווה,Medaber,Speaks (m),verb_medaber.wav,3,פעלים_-_הווה,
561,מדברת,מְדַבֶּרֶת,פעלים - הווה,Medaberet,Speaks (f),verb_medaberet.wav,3,פעלים_-_הווה,
562,נותן,נוֹתֵן,פעלים - הווה,Noten,Gives (m),verb_noten.wav,3,פעלים_-_הווה,
563,נותנת,נוֹתֶנֶת,פעלים - הווה,Notenet,Gives (f),verb_notenet.wav,3,פעלים_-_הווה,
564,לוקח,לוֹקֵחַ,פעלים - הווה,Loke'ach,Takes (m),verb_lokeach.wav,3,פעלים_-_הווה,
565,לוקחת,לוֹקַחַת,פעלים - הווה,Lokachat,Takes (f),verb_lokachat.wav,3,פעלים_-_הווה,
566,חושב,חוֹשֵׁב,פעלים - הווה,Choshev,Thinks (m),verb_choshev.wav,3,פעלים_-_הווה,
567,חושבת,חוֹשֶׁבֶת,פעלים - הווה,Choshevet,Thinks (f),verb_choshevet.wav,3,פעלים_-_הווה,
568,טובים,טוֹבִים,צורות רבים,Tovim,"Good (m, pl)",adj_tovim.wav,3,צורות_רבים,
569,טובות,טוֹבוֹת,צורות רבים,Tovot,"Good (f, pl)",adj_tovot.wav,3,צורות_רבים,
570,גדולים,גְּדוֹלִים,צורות רבים,Gdolim,"Big (m, pl)",adj_gdolim.wav,3,צורות_רבים,
571,גדולות,גְּדוֹלוֹת,צורות רבים,Gdolot,"Big (f, pl)",adj_gdolot.wav,3,צורות_רבים,
572,קטנים,קְטַנִּים,צורות רבים,Ktanim,"Small (m, pl)",adj_ktanim.wav,3,צורות_רבים,
573,קטנות,קְטַנּוֹת,צורות רבים,Ktanot,"Small (f, pl)",adj_ktanot.wav,3,צורות_רבים,
574,יפים,יָפִים,צורות רבים,Yafim,"Beautiful (m, pl)",adj_yafim.wav,3,צורות_רבים,
575,יפות,יָפוֹת,צורות רבים,Yafot,"Beautiful (f, pl)",adj_yafot.wav,3,צורות_רבים,
576,חכמים,חֲכָמִים,צורות רבים,Chachamim,"Smart (m, pl)",adj_chachamim.wav,3,צורות_רבים,
577,חכמות,חֲכָמוֹת,צורות רבים,Chachamot,"Smart (f, pl)",adj_chachamot.wav,3,צורות_רבים,
578,מבין,מֵבִין,פעלים - הווה,Mevin,Understands (m),verb_mevin.wav,3,פעלים_-_הווה,
579,מבינה,מְבִינָה,פעלים - הווה,Mevina,Understands (f),verb_mevina.wav,3,פעלים_-_הווה,
580,שואל,שׁוֹאֵל,פעלים - הווה,Sho'el,Asks (m),verb_shoel.wav,3,פעלים_-_הווה,
581,שואלת,שׁוֹאֶלֶת,פעלים - הווה,Sho'elet,Asks (f),verb_shoelet.wav,3,פעלים_-_הווה,
582,עונה,עוֹנֶה,פעלים - הווה,Oneh,Answers (m),verb_oneh.wav,3,פעלים_-_הווה,
583,עונה,עוֹנָה,פעלים - הווה,Ona,Answers (f),verb_ona.wav,3,פעלים_-_הווה,
584,צריך,צָרִיךְ,פעלים - הווה,Tzarich,Needs (m),verb_tzarich.wav,3,פעלים_-_הווה,
585,צריכה,צְרִיכָה,פעלים - הווה,Tzricha,Needs (f),verb_tzricha.wav,3,פעלים_-_הווה,
586,בקר טוב,בֹּקֶר טוֹב,מושגים כלליים,Boker Tov,Good Morning,general_boker_tov.wav,3,מושגים_כלליים,
587,ערב טוב,עֶרֶב טוֹב,מושגים כלליים,Erev Tov,Good Evening,general_erev_tov.wav,3,מושגים_כלליים,
588,לילה טוב,לַיְלָה טוֹב,מושגים כלליים,Layla Tov,Good Night,general_layla_tov.wav,3,מושגים_כלליים,
589,תודה,תּוֹדָה,מושגים כלליים,Toda,Thanks,general_toda.wav,3,מושגים_כלליים,
590,בבקשה,בְּבַקָּשָׁה,מושגים כלליים,Bevakasha,Please/You're welcome,general_bevakasha.wav,3,מושגים_כלליים,
591,סליחה,סְלִיחָה,מושגים כלליים,Slicha,Sorry/Excuse me,general_slicha.wav,3,מושגים_כלליים,
592,כן,כֵּן,מושגים כלליים,Ken,Yes,general_ken.wav,3,מושגים_כלליים,
593,לא,לֹא,מושגים כלליים,Lo,No,general_lo.wav,3,מושגים_כלליים,
594,חדשים,חֲדָשִׁים,צורות רבים,Chadashim,"New (m, pl)",adj_chadashim.wav,3,צורות_רבים,
595,חדשות,חֲדָשׁוֹת,צורות רבים,Chadashot,"New (f, pl)",adj_chadashot.wav,3,צורות_רבים,
596,ישנים,יְשָׁנִים,צורות רבים,Yeshanim,"Old (m, pl)",adj_yeshanim.wav,3,צורות_רבים,
597,ישנות,יְשָׁנוֹת,צורות רבים,Yeshanot,"Old (f, pl)",adj_yeshanot.wav,3,צורות_רבים,
598,שמחים,שְׂמֵחִים,צורות רבים,Smechim,"Happy (m, pl)",feeling_smechim.wav,3,צורות_רבים,
599,שמחות,שְׂמֵחוֹת,צורות רבים,Smechot,"Happy (f, pl)",feeling_smechot.wav,3,צורות_רבים,
600,עצובים,עֲצוּבִים,צורות רבים,Atzuvim,"Sad (m, pl)",feeling_atzuvim.wav,3,צורות_רבים,
601,עצובות,עֲצוּבוֹת,צורות רבים,Atzuvot,"Sad (f, pl)",feeling_atzuvot.wav,3,צורות_רבים,
602,עיפים,עֲיֵפִים,צורות רבים,Ayefim,"Tired (m, pl)",feeling_ayefim.wav,3,צורות_רבים,
603,עיפות,עֲיֵפוֹת,צורות רבים,Ayefot,"Tired (f, pl)",feeling_ayefot.wav,3,צורות_רבים,
604,ידע,יָדַע,פעלים - עבר,Yada,"Knew (m, past)",verb_yada.wav,4,פעלים_-_עבר,
605,ידעה,יָדְעָה,פעלים - עבר,Yad'a,"Knew (f, past)",verb_yadaa.wav,4,פעלים_-_עבר,
606,שמע,שָׁמַע,פעלים - עבר,Shama,"Heard (m, past)",verb_shama.wav,4,פעלים_-_עבר,
607,שמעה,שָׁמְעָה,פעלים - עבר,Sham'a,"Heard (f, past)",verb_shamaa.wav,4,פעלים_-_עבר,
608,בא,בָּא,פעלים - עבר,Ba,"Came (m, past)",verb_ba_past.wav,4,פעלים_-_עבר,
609,באה,בָּאָה,פעלים - עבר,Ba'a,"Came (f, past)",verb_baa_past.wav,4,פעלים_-_עבר,
610,מזל טוב,מַזָּל טוֹב,מושגים כלליים,Mazal Tov,Congratulations,general_mazal_tov.wav,3,מושגים_כלליים,
611,בתאבון,בְּתֵאָבוֹן,מושגים כלליים,Be'teavon,Bon appétit,general_beteavon.wav,3,מושגים_כלליים,
612,לבריאות,לִבְרִיאוּת,מושגים כלליים,Livri'ut,Bless you/To health,general_livriut.wav,3,מושגים_כלליים,
613,בהצלחה,בְּהַצְלָחָה,מושגים כלליים,Be'hatzlacha,Good luck,general_behatzlacha.wav,3,מושגים_כלליים,
614,מה שלומך,מָה שְׁלוֹמְךָ,מושגים כלליים,Ma Shlomcha?,How are you? (m),general_ma_shlomcha.wav,3,מושגים_כלליים,
615,מה שלומך,מָה שְׁלוֹמֵךְ,מושגים כלליים,Ma Shlomech?,How are you? (f),general_ma_shlomech.wav,3,מושגים_כלליים,
616,טוב,טוֹב,מושגים כלליים,Tov,Good/Fine,general_tov.wav,3,מושגים_כלליים,
617,בסדר,בְּסֵדֶר,מושגים כלליים,Beseder,Okay/Alright,general_beseder.wav,3,מושגים_כלליים,
618,יאמר,יֹאמַר,פעלים - עתיד,Yomar,Will say (m),verb_yomar.wav,4,פעלים_-_עתיד,
619,תאמר,תֹּאמַר,פעלים - עתיד,Tomar,Will say (f),verb_tomar.wav,4,פעלים_-_עתיד,
620,ילך,יֵלֵךְ,פעלים - עתיד,Yelech,Will go (m),verb_yelech.wav,4,פעלים_-_עתיד,
621,תלך,תֵּלֵךְ,פעלים - עתיד,Telech,Will go (f),verb_telech.wav,4,פעלים_-_עתיד,
622,יבוא,יָבוֹא,פעלים - עתיד,Yavo,Will come (m),verb_yavo.wav,4,פעלים_-_עתיד,
623,תבוא,תָּבוֹא,פעלים - עתיד,Tavo,Will come (f),verb_tavo.wav,4,פעלים_-_עתיד,
624,יאכל,יֹאכַל,פעלים - עתיד,Yochal,Will eat (m),verb_yochal.wav,4,פעלים_-_עתיד,
625,תאכל,תֹּאכַל,פעלים - עתיד,Tochal,Will eat (f),verb_tochal.wav,4,פעלים_-_עתיד,
626,ישתה,יִשְׁתֶּה,פעלים - עתיד,Yishteh,Will drink (m),verb_yishte.wav,4,פעלים_-_עתיד,
627,תשתה,תִּשְׁתֶּה,פעלים - עתיד,Tishteh,Will drink (f),verb_tishte.wav,4,פעלים_-_עתיד,
628,יראה,יִרְאֶה,פעלים - עתיד,Yir'eh,Will see (m),verb_yire.wav,4,פעלים_-_עתיד,
629,תראה,תִּרְאֶה,פעלים - עתיד,Tir'eh,Will see (f),verb_tire.wav,4,פעלים_-_עתיד,
630,ישמע,יִשְׁמַע,פעלים - עתיד,Yishma,Will hear (m),verb_yishma.wav,4,פעלים_-_עתיד,
631,תשמע,תִּשְׁמַע,פעלים - עתיד,Tishma,Will hear (f),verb_tishma.wav,4,פעלים_-_עתיד,
632,יתן,יִתֵּן,פעלים - עתיד,Yiten,Will give (m),verb_yiten.wav,4,פעלים_-_עתיד,
633,תתן,תִּתֵּן,פעלים - עתיד,Titen,Will give (f),verb_titen.wav,4,פעלים_-_עתיד,
634,מראה,מַרְאָה,כלים,Mar'a,Mirror,object_mara.wav,3,כלים,
635,מקרר,מְקָרֵר,כלים,Mekarer,Refrigerator,object_mekarer.wav,3,כלים,
636,תנור,תַּנּוּר,כלים,Tanur,Oven,object_tanur.wav,3,כלים,
637,מיקרוגל,מִיקְרוֹגַל,כלים,Mikrogal,Microwave,object_mikrogal.wav,3,כלים,
638,כירים,כִּירַיִם,כלים,Kirayim,Stovetop,object_kirayim.wav,3,כלים,
639,ארון,אָרוֹן,כלים,Aron,Closet/Cabinet,object_aron.wav,3,כלים,
640,מגרה,מְגֵרָה,כלים,Megera,Drawer,object_megera.wav,3,כלים,
641,מדף,מַדָּף,כלים,Madaf,Shelf,object_madaf.wav,3,כלים,
642,כרית,כָּרִית,כלים,Karit,Pillow,object_karit.wav,3,כלים,
643,שמיכה,שְׂמִיכָה,כלים,Smicha,Blanket,object_smicha.wav,3,כלים,
644,יכתב,יִכְתֹּב,פעלים - עתיד,Yichtov,Will write (m),verb_yichtov.wav,4,פעלים_-_עתיד,
645,תכתב,תִּכְתֹּב,פעלים - עתיד,Tichtov,Will write (f),verb_tichtov.wav,4,פעלים_-_עתיד,
646,יקרא,יִקְרָא,פעלים - עתיד,Yikra,Will read (m),verb_yikra.wav,4,פעלים_-_עתיד,
647,תקרא,תִּקְרָא,פעלים - עתיד,Tikra,Will read (f),verb_tikra.wav,4,פעלים_-_עתיד,
648,יעבד,יַעֲבֹד,פעלים - עתיד,Ya'avod,Will work (m),verb_yaavod.wav,4,פעלים_-_עתיד,
649,תעבד,תַּעֲבֹד,פעלים - עתיד,Ta'avod,Will work (f),verb_taavod.wav,4,פעלים_-_עתיד,
650,ילמד,יִלְמַד,פעלים - עתיד,Yilmad,Will learn (m),verb_yilmad.wav,4,פעלים_-_עתיד,
651,תלמד,תִּלְמַד,פעלים - עתיד,Tilmad,Will learn (f),verb_tilmad.wav,4,פעלים_-_עתיד,
652,ישחק,יְשַׂחֵק,פעלים - עתיד,Yesachek,Will play (m),verb_yesachek.wav,4,פעלים_-_עתיד,
653,תשחק,תְּשַׂחֵק,פעלים - עתיד,Tesachek,Will play (f),verb_tesachek.wav,4,פעלים_-_עתיד,
654,ירוץ,יָרוּץ,פעלים - עתיד,Yarutz,Will run (m),verb_yarutz.wav,4,פעלים_-_עתיד,
655,תרוץ,תָּרוּץ,פעלים - עתיד,Tarutz,Will run (f),verb_tarutz.wav,4,פעלים_-_עתיד,
656,ישב,יֵשֵׁב,פעלים - עתיד,Yeshev,Will sit (m),verb_yeshev.wav,4,פעלים_-_עתיד,
657,תשב,תֵּשֵׁב,פעלים - עתיד,Teshev,Will sit (f),verb_teshev.wav,4,פעלים_-_עתיד,
658,מטבע,מַטְבֵּעַ,מושגים - כסף,Matbe'a,Coin,money_matbea.wav,3,מושגים_-_כסף,
659,שטר,שְׁטָר,מושגים - כסף,Shtar,Bill (banknote),money_shtar.wav,3,מושגים_-_כסף,
660,בנק,בַּנְק,מושגים - כסף,Bank,Bank,money_bank.wav,3,מושגים_-_כסף,
661,כרטיס אשראי,כַּרְטִיס אַשְׁרַאי,מושגים - כסף,Kartis Ashrai,Credit Card,money_kartis_ashrai.wav,3,מושגים_-_כסף,
662,רובה,רוֹבֶה,מושגים - צבא,Roveh,Rifle,military_roveh.wav,3,מושגים_-_צבא,
663,מדים,מַדִּים,מושגים - צבא,Madim,Uniform,military_madim.wav,3,מושגים_-_צבא,
664,טנק,טַנְק,מושגים - צבא,Tank,Tank,military_tank.wav,3,מושגים_-_צבא,
665,חדר שנה,חֲדַר שֵׁנָה,צירופי מילים,Chadar Shena,Bedroom,combo_chadar_shena.wav,4,צירופי_מילים,
666,חדר אוכל,חֲדַר אוֹכֶל,צירופי מילים,Chadar Ochel,Dining room,combo_chadar_ochel.wav,4,צירופי_מילים,
667,חדר מגורים,חֲדַר מְגוּרִים,צירופי מילים,Chadar Megurim,Living room,combo_chadar_megurim.wav,4,צירופי_מילים,
668,מכונת כביסה,מְכוֹנַת כְּבִיסָה,צירופי מילים,Mechonat Kvisa,Washing machine,combo_mechonat_kvisa.wav,4,צירופי_מילים,
669,תחנת אוטובוס,תַּחֲנַת אוֹטוֹבּוּס,צירופי מילים,Tachanat Otobus,Bus stop,combo_tachanat_otobus.wav,4,צירופי_מילים,
670,כדורגל,כַּדּוּרֶגֶל,צירופי מילים,Kaduregel,Football,combo_kaduregel.wav,4,צירופי_מילים,
671,כדורסל,כַּדּוּרְסַל,צירופי מילים,Kadursal,Basketball,combo_kadursal.wav,4,צירופי_מילים,
672,שעורי בית,שִׁעוּרֵי בַּיִת,צירופי מילים,Shi'urei Bayit,Homework,combo_shiurei_bayit.wav,4,צירופי_מילים,
673,גן ילדים,גַּן יְלָדִים,צירופי מילים,Gan Yeladim,Kindergarten,combo_gan_yeladim.wav,4,צירופי_מילים,
674,יעזר,יַעֲזֹר,פעלים - עתיד,Ya'azor,Will help (m),verb_yaazor.wav,4,פעלים_-_עתיד,
675,תעזר,תַּעֲזֹר,פעלים - עתיד,Ta'azor,Will help (f),verb_taazor.wav,4,פעלים_-_עתיד,
676,יסגר,יִסְגֹּר,פעלים - עתיד,Yisgor,Will close (m),verb_yisgor.wav,4,פעלים_-_עתיד,
677,תסגר,תִּסְגֹּר,פעלים - עתיד,Tisgor,Will close (f),verb_tisgor.wav,4,פעלים_-_עתיד,
678,יפתח,יִפְתַּח,פעלים - עתיד,Yiftach,Will open (m),verb_yiftach.wav,4,פעלים_-_עתיד,
679,תפתח,תִּפְתַּח,פעלים - עתיד,Tiftach,Will open (f),verb_tiftach.wav,4,פעלים_-_עתיד,
680,יקנה,יִקְנֶה,פעלים - עתיד,Yikneh,Will buy (m),verb_yikneh.wav,4,פעלים_-_עתיד,
681,תקנה,תִּקְנֶה,פעלים - עתיד,Tikneh,Will buy (f),verb_tikneh.wav,4,פעלים_-_עתיד,
682,יבנה,יִבְנֶה,פעלים - עתיד,Yivneh,Will build (m),verb_yivneh.wav,4,פעלים_-_עתיד,
683,תבנה,תִּבְנֶה,פעלים - עתיד,Tivneh,Will build (f),verb_tivneh.wav,4,פעלים_-_עתיד,
684,בית ספר,בֵּית סֵפֶר,צירופי מילים,Beit Sefer,School,combo_beit_sefer.wav,4,צירופי_מילים,
685,בית חולים,בֵּית חוֹלִים,צירופי מילים,Beit Cholim,Hospital,combo_beit_cholim.wav,4,צירופי_מילים,
686,תפוח עץ,תַּפּוּחַ עֵץ,צירופי מילים,Tapu'ach Etz,Apple,combo_tapuach_etz.wav,4,צירופי_מילים,
687,תפוח אדמה,תַּפּוּחַ אֲדָמָה,צירופי מילים,Tapu'ach Adama,Potato,combo_tapuach_adama.wav,4,צירופי_מילים,
688,יום הלדת,יוֹם הֻלֶּדֶת,צירופי מילים,Yom Huledet,Birthday,combo_yom_huledet.wav,4,צירופי_מילים,
689,עץ זית,עֵץ זַיִת,צירופי מילים,Etz Zayit,Olive tree,combo_etz_zayit.wav,4,צירופי_מילים,
690,שמן זית,שֶׁמֶן זַיִת,צירופי מילים,Shemen Zayit,Olive oil,combo_shemen_zayit.wav,4,צירופי_מילים,
691,כרטיס ביקור,כַּרְטִיס בִּיקוּר,צירופי מילים,Kartis Bikur,Business card,combo_kartis_bikur.wav,4,צירופי_מילים,
692,ידים,יָדַיִם,צורות רבים,Yadayim,Hands,body_yadayim.wav,3,צורות_רבים,
693,רגלים,רַגְלַיִם,צורות רבים,Raglayim,Legs/Feet,body_raglayim.wav,3,צורות_רבים,
694,עינים,עֵינַיִם,צורות רבים,Einayim,Eyes,body_einayim.wav,3,צורות_רבים,
695,אזנים,אָזְנַיִם,צורות רבים,Oznayim,Ears,body_oznayim.wav,3,צורות_רבים,
696,שפתים,שְׂפָתַיִם,צורות רבים,Sfatayim,Lips,body_sfatayim.wav,3,צורות_רבים,
697,שנים,שִׁנַּיִם,צורות רבים,Shinayim,Teeth,body_shinayim.wav,3,צורות_רבים,
698,כתפים,כְּתֵפַיִם,צורות רבים,Ktefayim,Shoulders,body_ktefayim.wav,3,צורות_רבים,
699,ברכים,בִּרְכַּיִם,צורות רבים,Birkayim,Knees,body_birkayim.wav,3,צורות_רבים,
700,יחשב,יַחְשֹׁב,פעלים - עתיד,Yachshov,Will think (m),verb_yachshov.wav,4,פעלים_-_עתיד,
701,תחשב,תַּחְשֹׁב,פעלים - עתיד,Tachshov,Will think (f),verb_tachshov.wav,4,פעלים_-_עתיד,
702,ישאל,יִשְׁאַל,פעלים - עתיד,Yish'al,Will ask (m),verb_yishal.wav,4,פעלים_-_עתיד,
703,תשאל,תִּשְׁאַל,פעלים - עתיד,Tish'al,Will ask (f),verb_tishal.wav,4,פעלים_-_עתיד,
704,יענה,יַעֲנֶה,פעלים - עתיד,Ya'aneh,Will answer (m),verb_yaaneh.wav,4,פעלים_-_עתיד,
705,תענה,תַּעֲנֶה,פעלים - עתיד,Ta'aneh,Will answer (f),verb_taaneh.wav,4,פעלים_-_עתיד,
706,יתחיל,יַתְחִיל,פעלים - עתיד,Yatchil,Will start (m),verb_yatchil.wav,4,פעלים_-_עתיד,
707,תתחיל,תַּתְחִיל,פעלים - עתיד,Tatchil,Will start (f),verb_tatchil.wav,4,פעלים_-_עתיד,
