id,word,word_nikud,category,transliteration,translation_en,audio_file,difficulty,tags,images
975,ישבו,יָשְׁבוּ,פעלים - רבים עבר,Yashvu,Sat (pl),verb_yashvu.wav,3,פעלים_-_רבים_עבר,
976,עמדו,עָמְדוּ,פעלים - רבים עבר,Amdu,Stood (pl),verb_amdu.wav,3,פעלים_-_רבים_עבר,
977,רצו,רָצוּ,פעלים - רבים עבר,Ratzu,Ran (pl),verb_ratzu_ran.wav,3,פעלים_-_רבים_עבר,
978,ידעו,יָדְעוּ,פעלים - רבים עבר,Yad'u,Knew (pl),verb_yadu.wav,3,פעלים_-_רבים_עבר,
979,רצו,רָצוּ,פעלים - רבים עבר,Ratzu,Wanted (pl),verb_ratzu_wanted.wav,3,פעלים_-_רבים_עבר,
980,יכלו,יָכְלוּ,פעלים - רבים עבר,Yachlu,Could (pl),verb_yachlu.wav,3,פעלים_-_רבים_עבר,
981,פתחו,פָּתְחוּ,פעלים - רבים עבר,Patchu,Opened (pl),verb_patchu.wav,3,פעלים_-_רבים_עבר,
982,סגרו,סָגְרוּ,פעלים - רבים עבר,Sagru,Closed (pl),verb_sagru.wav,3,פעלים_-_רבים_עבר,
983,קנו,קָנוּ,פעלים - רבים עבר,Kanu,Bought (pl),verb_kanu.wav,3,פעלים_-_רבים_עבר,
984,יאמרו,יֹאמְרוּ,פעלים - רבים עתיד,Yomru,Will say (pl),verb_yomru.wav,3,פעלים_-_רבים_עתיד,
985,ילכו,יֵלְכוּ,פעלים - רבים עתיד,Yelchu,Will go (pl),verb_yelchu.wav,3,פעלים_-_רבים_עתיד,
986,יראו,יִרְאוּ,פעלים - רבים עתיד,Yir'u,Will see (pl),verb_yiru.wav,3,פעלים_-_רבים_עתיד,
987,ישמעו,יִשְׁמְעוּ,פעלים - רבים עתיד,Yishme'u,Will hear (pl),verb_yishmeu.wav,3,פעלים_-_רבים_עתיד,
988,יאכלו,יֹאכְלוּ,פעלים - רבים עתיד,Yochlu,Will eat (pl),verb_yochlu.wav,3,פעלים_-_רבים_עתיד,
989,ישתו,יִשְׁתּוּ,פעלים - רבים עתיד,Yishtu,Will drink (pl),verb_yishtu.wav,3,פעלים_-_רבים_עתיד,
990,יכתבו,יִכְתְּבוּ,פעלים - רבים עתיד,Yichtevu,Will write (pl),verb_yichtevu.wav,3,פעלים_-_רבים_עתיד,
991,יקראו,יִקְרְאוּ,פעלים - רבים עתיד,Yikre'u,Will read (pl),verb_yikreu.wav,3,פעלים_-_רבים_עתיד,
992,יתנו,יִתְּנוּ,פעלים - רבים עתיד,Yitnu,Will give (pl),verb_yitnu.wav,3,פעלים_-_רבים_עתיד,
993,יהיו,יִהְיוּ,פעלים - רבים עתיד,Yihiyu,Will be (pl),verb_yihiyu.wav,3,פעלים_-_רבים_עתיד,
994,יעבדו,יַעַבְדוּ,פעלים - רבים עתיד,Ya'avdu,Will work (pl),verb_yaavdu.wav,3,פעלים_-_רבים_עתיד,
995,ילמדו,יִלְמְדוּ,פעלים - רבים עתיד,Yilmedu,Will learn (pl),verb_yilmedu.wav,3,פעלים_-_רבים_עתיד,
996,ישחקו,יְשַׂחֲקוּ,פעלים - רבים עתיד,Yesachaku,Will play (pl),verb_yesachaku.wav,3,פעלים_-_רבים_עתיד,
997,ירוצו,יָרוּצוּ,פעלים - רבים עתיד,Yarutzu,Will run (pl),verb_yarutzu.wav,3,פעלים_-_רבים_עתיד,
998,ישבו,יֵשְׁבוּ,פעלים - רבים עתיד,Yeshvu,Will sit (pl),verb_yeshvu.wav,3,פעלים_-_רבים_עתיד,
999,יעמדו,יַעַמְדוּ,פעלים - רבים עתיד,Ya'amdu,Will stand (pl),verb_yaamdu.wav,3,פעלים_-_רבים_עתיד,
1000,יפתחו,יִפְתְּחוּ,פעלים - רבים עתיד,Yiftechi,Will open (pl),verb_yiftechi.wav,3,פעלים_-_רבים_עתיד,
1001,יסגרו,יִסְגְּרוּ,פעלים - רבים עתיד,Yisgeru,Will close (pl),verb_yisgeru.wav,3,פעלים_-_רבים_עתיד,
1002,יקנו,יִקְנוּ,פעלים - רבים עתיד,Yiknu,Will buy (pl),verb_yiknu.wav,3,פעלים_-_רבים_עתיד,
1003,יבנו,יִבְנוּ,פעלים - רבים עתיד,Yivnu,Will build (pl),verb_yivnu.wav,3,פעלים_-_רבים_עתיד,
1004,בתים,בָּתִּים,צורות רבים,Batim,Houses,noun_batim.wav,3,צורות_רבים,
1005,דלתות,דְּלָתוֹת,צורות רבים,Dlatot,Doors,noun_dlatot.wav,3,צורות_רבים,
1006,חלונות,חַלּוֹנוֹת,צורות רבים,Chalonot,Windows,noun_chalonot.wav,3,צורות_רבים,
1007,שלחנות,שֻׁלְחָנוֹת,צורות רבים,Shulchanot,Tables,noun_shulchanot.wav,3,צורות_רבים,
1008,כסאות,כִּסְאוֹת,צורות רבים,Kis'ot,Chairs,noun_kisot.wav,3,צורות_רבים,
1009,מטות,מִטּוֹת,צורות רבים,Mitot,Beds,noun_mitot.wav,3,צורות_רבים,
1010,ספרים,סְפָרִים,צורות רבים,Sfarim,Books,noun_sfarim.wav,3,צורות_רבים,
1011,מחשבים,מַחְשְׁבִים,צורות רבים,Machshevim,Computers,noun_machshevim.wav,3,צורות_רבים,
1012,מכוניות,מְכוֹנִיּוֹת,צורות רבים,Mechoniyot,Cars,noun_mechoniyot.wav,3,צורות_רבים,
1013,אנשים,אֲנָשִׁים,צורות רבים,Anashim,People,noun_anashim.wav,3,צורות_רבים,
1014,ילדים,יְלָדִים,צורות רבים,Yeladim,Children,noun_yeladim.wav,3,צורות_רבים,
1015,בנים,בָּנִים,צורות רבים,Banim,Boys/Sons,noun_banim.wav,3,צורות_רבים,
1016,בנות,בָּנוֹת,צורות רבים,Banot,Girls/Daughters,noun_banot.wav,3,צורות_רבים,
1017,גברים,גְּבָרִים,צורות רבים,Gvarim,Men,noun_gvarim.wav,3,צורות_רבים,
1018,נשים,נָשִׁים,צורות רבים,Nashim,Women,noun_nashim.wav,3,צורות_רבים,
1019,ימים,יָמִים,צורות רבים,Yamim,Days,noun_yamim.wav,3,צורות_רבים,
1020,לילות,לֵילוֹת,צורות רבים,Leilot,Nights,noun_leilot.wav,3,צורות_רבים,
1021,שבועות,שָׁבוּעוֹת,צורות רבים,Shavu'ot,Weeks,noun_shavuot.wav,3,צורות_רבים,
1022,חדשים,חֳדָשִׁים,צורות רבים,Chodashim,Months,noun_chodashim.wav,3,צורות_רבים,
1023,שנים,שָׁנִים,צורות רבים,Shanim,Years,noun_shanim.wav,3,צורות_רבים,
1024,רעבים,רְעֵבִים,צורות רבים,Re'evim,"Hungry (m, pl)",feeling_reevim.wav,3,צורות_רבים,
1025,רעבות,רְעֵבוֹת,צורות רבים,Re'evot,"Hungry (f, pl)",feeling_reevot.wav,3,צורות_רבים,
1026,צמאים,צְמֵאִים,צורות רבים,Tzme'im,"Thirsty (m, pl)",feeling_tzmeim.wav,3,צורות_רבים,
1027,צמאות,צְמֵאוֹת,צורות רבים,Tzme'ot,"Thirsty (f, pl)",feeling_tzmeot.wav,3,צורות_רבים,
1028,חולים,חוֹלִים,צורות רבים,Cholim,"Sick (m, pl)",feeling_cholim.wav,3,צורות_רבים,
1029,חולות,חוֹלוֹת,צורות רבים,Cholot,"Sick (f, pl)",feeling_cholot.wav,3,צורות_רבים,
1030,בריאים,בְּרִיאִים,צורות רבים,Bri'im,"Healthy (m, pl)",feeling_briim.wav,3,צורות_רבים,
1031,בריאות,בְּרִיאוֹת,צורות רבים,Bri'ot,"Healthy (f, pl)",feeling_briot.wav,3,צורות_רבים,
1032,מהירים,מְהִירִים,צורות רבים,Mehirim,"Fast (m, pl)",adj_mehirim.wav,3,צורות_רבים,
1033,מהירות,מְהִירוֹת,צורות רבים,Mehirot,"Fast (f, pl)",adj_mehirot.wav,3,צורות_רבים,
1034,כרטיס טיסה,כַּרְטִיס טִיסָה,צירופי מילים,Kartis Tisa,Flight ticket,combo_kartis_tisa.wav,4,צירופי_מילים,
1035,תחנת רכבת,תַּחֲנַת רַכֶּבֶת,צירופי מילים,Tachanat Rakevet,Train station,combo_tachanat_rakevet.wav,4,צירופי_מילים,
1036,נמל תעופה,נְמַל תְּעוּפָה,צירופי מילים,Nemal Te'ufa,Airport,combo_nemal_teufa.wav,4,צירופי_מילים,
1037,כאב ראש,כְּאֵב רֹאשׁ,צירופי מילים,Ke'ev Rosh,Headache,combo_keev_rosh.wav,4,צירופי_מילים,
1038,כאב בטן,כְּאֵב בֶּטֶן,צירופי מילים,Ke'ev Beten,Stomach ache,combo_keev_beten.wav,4,צירופי_מילים,
1039,כוס קפה,כּוֹס קָפֶה,צירופי מילים,Kos Kafeh,Cup of coffee,combo_kos_kafeh.wav,4,צירופי_מילים,
1040,כוס תה,כּוֹס תֶּה,צירופי מילים,Kos Teh,Cup of tea,combo_kos_teh.wav,4,צירופי_מילים,
1041,בקבוק מים,בַּקְבּוּק מַיִם,צירופי מילים,Bakbuk Mayim,Bottle of water,combo_bakbuk_mayim.wav,4,צירופי_מילים,
1042,קניון,קַנְיוֹן,צירופי מילים,Kanyon,Shopping mall,combo_kanyon.wav,4,צירופי_מילים,
1043,לוח מודעות,לוּחַ מוֹדָעוֹת,צירופי מילים,Lu'ach Moda'ot,Notice board,combo_luach_modaot.wav,4,צירופי_מילים,
1044,גן חיות,גַּן חַיּוֹת,צירופי מילים,Gan Chayot,Zoo,combo_gan_chayot.wav,4,צירופי_מילים,
1045,פח אשפה,פַּח אַשְׁפָּה,צירופי מילים,Pach Ashpa,Trash can,combo_pach_ashpa.wav,4,צירופי_מילים,
1046,כח משיכה,כֹּחַ מְשִׁיכָה,צירופי מילים,Ko'ach Meshicha,Gravity,combo_koach_meshicha.wav,4,צירופי_מילים,
1047,קרם הגנה,קֶרֶם הֲגָנָה,צירופי מילים,Krem Hagana,Sunscreen,combo_krem_hagana.wav,4,צירופי_מילים,
1048,משקפי שמש,מִשְׁקְפֵי שֶׁמֶשׁ,צירופי מילים,Mishkefei Shemesh,Sunglasses,combo_mishkefei_shemesh.wav,4,צירופי_מילים,
1049,בגד ים,בֶּגֶד יָם,צירופי מילים,Beged Yam,Swimsuit,combo_beged_yam.wav,4,צירופי_מילים,
1050,מגרש משחקים,מִגְרַשׁ מִשְׂחָקִים,צירופי מילים,Migrash Mischakim,Playground,combo_migrash_mischakim.wav,4,צירופי_מילים,
1051,משקפים,מִשְׁקָפַיִם,צירופי מילים,Mishkafayim,Glasses,combo_mishkafayim.wav,4,צירופי_מילים,
1052,שעון יד,שְׁעוֹן יָד,צירופי מילים,Sha'on Yad,Wristwatch,combo_shaon_yad.wav,4,צירופי_מילים,
1053,בית מרקחת,בֵּית מִרְקַחַת,צירופי מילים,Beit Mirkachat,Pharmacy,combo_beit_mirkachat.wav,4,צירופי_מילים,
1054,שפם,שָׂפָם,צורות גוף,Safam,Mustache,body_safam.wav,3,צורות_גוף,
1055,זקן,זָקָן,צורות גוף,Zakan,Beard,body_zakan.wav,3,צורות_גוף,
1056,גבה,גַּבָּה,צורות גוף,Gaba,Eyebrow,body_gaba.wav,3,צורות_גוף,
1057,ריסים,רִיסִים,צורות גוף,Risim,Eyelashes,body_risim.wav,3,צורות_גוף,
1058,לשון,לָשׁוֹן,צורות גוף,Lashon,Tongue,body_lashon.wav,3,צורות_גוף,
1059,סנטר,סַנְטֵר,צורות גוף,Santer,Chin,body_santer.wav,3,צורות_גוף,
1060,לחי,לֶחִי,צורות גוף,Lechi,Cheek,body_lechi.wav,3,צורות_גוף,
1061,מצח,מֵצַח,צורות גוף,Metzach,Forehead,body_metzach.wav,3,צורות_גוף,
1062,צואר,צַוָּאר,צורות גוף,Tzavar,Neck,body_tzavar.wav,3,צורות_גוף,
1063,חזה,חָזֶה,צורות גוף,Chazeh,Chest,body_chazeh.wav,3,צורות_גוף,
1064,גב,גַּב,צורות גוף,Gav,Back,body_gav.wav,3,צורות_גוף,
1065,מרפק,מַרְפֵּק,צורות גוף,Marpek,Elbow,body_marpek.wav,3,צורות_גוף,
1066,אצבע,אֶצְבַּע,צורות גוף,Etzba,Finger/Toe,body_etzba.wav,3,צורות_גוף,
1067,צפרן,צִפֹּרֶן,צורות גוף,Tziporen,Nail,body_tziporen.wav,3,צורות_גוף,
1068,בוא,בּוֹא,פעלים - ציווי,Bo,"Come (m, imperative)",verb_bo.wav,3,פעלים_-_ציווי,
1069,בואי,בּוֹאִי,פעלים - ציווי,Bo'i,"Come (f, imperative)",verb_boi.wav,3,פעלים_-_ציווי,
1070,לך,לֵךְ,פעלים - ציווי,Lech,"Go (m, imperative)",verb_lech.wav,3,פעלים_-_ציווי,
1071,לכי,לְכִי,פעלים - ציווי,Lechi,"Go (f, imperative)",verb_lechi.wav,3,פעלים_-_ציווי,
1072,שב,שֵׁב,פעלים - ציווי,Shev,"Sit (m, imperative)",verb_shev.wav,3,פעלים_-_ציווי,
1073,שבי,שְׁבִי,פעלים - ציווי,Shvi,"Sit (f, imperative)",verb_shvi.wav,3,פעלים_-_ציווי,
1074,קום,קוּם,פעלים - ציווי,Kum,"Get up (m, imperative)",verb_kum.wav,3,פעלים_-_ציווי,
1075,קומי,קוּמִי,פעלים - ציווי,Kumi,"Get up (f, imperative)",verb_kumi.wav,3,פעלים_-_ציווי,
1076,תן,תֵּן,פעלים - ציווי,Ten,"Give (m, imperative)",verb_ten.wav,3,פעלים_-_ציווי,
1077,תני,תְּנִי,פעלים - ציווי,Tni,"Give (f, imperative)",verb_tni.wav,3,פעלים_-_ציווי,
1078,קח,קַח,פעלים - ציווי,Kach,"Take (m, imperative)",verb_kach.wav,3,פעלים_-_ציווי,
1079,קחי,קְחִי,פעלים - ציווי,Kchi,"Take (f, imperative)",verb_kchi.wav,3,פעלים_-_ציווי,
1080,מיחד,מְיֻחָד,שמות תואר,Meyuchad,Special (m),adj_meyuchad.wav,2,שמות_תואר,
1081,מיחדת,מְיֻחֶדֶת,שמות תואר,Meyuchedet,Special (f),adj_meyuchedet.wav,2,שמות_תואר,
1082,פשוט,פָּשׁוּט,שמות תואר,Pashut,Simple (m),adj_pashut.wav,2,שמות_תואר,
1083,פשוטה,פְּשׁוּטָה,שמות תואר,Pshuta,Simple (f),adj_pshuta.wav,2,שמות_תואר,
1084,מסבך,מְסֻבָּךְ,שמות תואר,Mesubach,Complicated (m),adj_mesubach.wav,2,שמות_תואר,
1085,מסבכת,מְסֻבֶּכֶת,שמות תואר,Mesubechet,Complicated (f),adj_mesubechet.wav,2,שמות_תואר,
1086,אחרון,אַחֲרוֹן,שמות תואר,Acharon,Last (m),adj_acharon.wav,2,שמות_תואר,
1087,אחרונה,אַחֲרוֹנָה,שמות תואר,Acharona,Last (f),adj_acharona.wav,2,שמות_תואר,
1088,ראשון,רִאשׁוֹן,שמות תואר,Rishon,First (m),adj_rishon.wav,2,שמות_תואר,
1089,ראשונה,רִאשׁוֹנָה,שמות תואר,Rishona,First (f),adj_rishona.wav,2,שמות_תואר,
1090,סדר,סֵדֶר,מושגים מופשטים,Seder,Order,abstract_seder.wav,3,מושגים_מופשטים,
1091,בלגן,בָּלָגָן,מושגים מופשטים,Balagan,Mess,abstract_balagan.wav,3,מושגים_מופשטים,
1092,כשרון,כִּשָּׁרוֹן,מושגים מופשטים,Kisharon,Talent,abstract_kisharon.wav,3,מושגים_מופשטים,
1093,סבלנות,סַבְלָנוּת,מושגים מופשטים,Savlanut,Patience,abstract_savlanut.wav,3,מושגים_מופשטים,
1094,הצלחה,הַצְלָחָה,מושגים מופשטים,Hatzlacha,Success,abstract_hatzlacha.wav,3,מושגים_מופשטים,
1095,כשלון,כִּשָּׁלוֹן,מושגים מופשטים,Kishalon,Failure,abstract_kishalon.wav,3,מושגים_מופשטים,
1096,נצחון,נִצָּחוֹן,מושגים מופשטים,Nitzachon,Victory,abstract_nitzachon.wav,3,מושגים_מופשטים,
1097,הפסד,הֶפְסֵד,מושגים מופשטים,Hefsed,Loss,abstract_hefsed.wav,3,מושגים_מופשטים,
1098,סכנה,סַכָּנָה,מושגים מופשטים,Sakana,Danger,abstract_sakana.wav,3,מושגים_מופשטים,
1099,בטחון,בִּטָּחוֹן,מושגים מופשטים,Bitachon,Safety/Security/Confidence,abstract_bitachon.wav,3,מושגים_מופשטים,
1100,הרגל,הֶרְגֵּל,מושגים מופשטים,Hergel,Habit,abstract_hergel.wav,3,מושגים_מופשטים,
1101,חפש,חֹפֶשׁ,מושגים מופשטים,Chofesh,Freedom,abstract_chofesh.wav,3,מושגים_מופשטים,
1102,חפשה,חֻפְשָׁה,מושגים מופשטים,Chufsha,Vacation,abstract_chufsha.wav,3,מושגים_מופשטים,
1103,כבוד,כָּבוֹד,מושגים מופשטים,Kavod,Respect/Honor,abstract_kavod.wav,3,מושגים_מופשטים,
1104,משלמים,מְשַׁלְּמִים,פעלים - רבים הווה,Meshalmim,"Pay (m, pl)",verb_meshalmim.wav,3,פעלים_-_רבים_הווה,
1105,משלמות,מְשַׁלְּמוֹת,פעלים - רבים הווה,Meshalmot,"Pay (f, pl)",verb_meshalmot.wav,3,פעלים_-_רבים_הווה,
1106,נוסעים,נוֹסְעִים,פעלים - רבים הווה,Nos'im,"Travel/Drive (m, pl)",verb_nosim.wav,3,פעלים_-_רבים_הווה,
1107,נוסעות,נוֹסְעוֹת,פעלים - רבים הווה,Nos'ot,"Travel/Drive (f, pl)",verb_nosot.wav,3,פעלים_-_רבים_הווה,
1108,טסים,טָסִים,פעלים - רבים הווה,Tasim,"Fly (m, pl)",verb_tasim.wav,3,פעלים_-_רבים_הווה,
1109,טסות,טָסוֹת,פעלים - רבים הווה,Tasot,"Fly (f, pl)",verb_tasot.wav,3,פעלים_-_רבים_הווה,
1110,חושבים,חוֹשְׁבִים,פעלים - רבים הווה,Choshvim,"Think (m, pl)",verb_choshvim.wav,3,פעלים_-_רבים_הווה,
1111,חושבות,חוֹשְׁבוֹת,פעלים - רבים הווה,Choshvot,"Think (f, pl)",verb_choshvot.wav,3,פעלים_-_רבים_הווה,
1112,מתחילים,מַתְחִילִים,פעלים - רבים הווה,Matchilim,"Start (m, pl)",verb_matchilim.wav,3,פעלים_-_רבים_הווה,
1113,מתחילות,מַתְחִילוֹת,פעלים - רבים הווה,Matchilot,"Start (f, pl)",verb_matchilot.wav,3,פעלים_-_רבים_הווה,
1114,גומרים,גּוֹמְרִים,פעלים - רבים הווה,Gomrim,"Finish (m, pl)",verb_gomrim.wav,3,פעלים_-_רבים_הווה,
1115,גומרות,גּוֹמְרוֹת,פעלים - רבים הווה,Gomrot,"Finish (f, pl)",verb_gomrot.wav,3,פעלים_-_רבים_הווה,
1116,מקבלים,מְקַבְּלִים,פעלים - רבים הווה,Mekablim,"Receive (m, pl)",verb_mekablim.wav,3,פעלים_-_רבים_הווה,
1117,מקבלות,מְקַבְּלוֹת,פעלים - רבים הווה,Mekablot,"Receive (f, pl)",verb_mekablot.wav,3,פעלים_-_רבים_הווה,
1118,שולחים,שׁוֹלְחִים,פעלים - רבים הווה,Sholchim,"Send (m, pl)",verb_sholchim.wav,3,פעלים_-_רבים_הווה,
1119,שולחות,שׁוֹלְחוֹת,פעלים - רבים הווה,Sholchot,"Send (f, pl)",verb_sholchot.wav,3,פעלים_-_רבים_הווה,
1120,מחכים,מְחַכִּים,פעלים - רבים הווה,Mechakim,"Wait (m, pl)",verb_mechakim.wav,3,פעלים_-_רבים_הווה,
1121,מחכות,מְחַכּוֹת,פעלים - רבים הווה,Mechakot,"Wait (f, pl)",verb_mechakot.wav,3,פעלים_-_רבים_הווה,
1122,מחפשים,מְחַפְּשִׂים,פעלים - רבים הווה,Mechapsim,"Search (m, pl)",verb_mechapsim.wav,3,פעלים_-_רבים_הווה,
1123,מחפשות,מְחַפְּשׂוֹת,פעלים - רבים הווה,Mechapsot,"Search (f, pl)",verb_mechapsot.wav,3,פעלים_-_רבים_הווה,
1124,מוצאים,מוֹצְאִים,פעלים - רבים הווה,Motz'im,"Find (m, pl)",verb_motzim.wav,3,פעלים_-_רבים_הווה,
1125,מוצאות,מוֹצְאוֹת,פעלים - רבים הווה,Motz'ot,"Find (f, pl)",verb_motzot.wav,3,פעלים_-_רבים_הווה,
1126,מצליחים,מַצְלִיחִים,פעלים - רבים הווה,Matzlichim,"Succeed (m, pl)",verb_matzlichim.wav,3,פעלים_-_רבים_הווה,
1127,מצליחות,מַצְלִיחוֹת,פעלים - רבים הווה,Matzlichot,"Succeed (f, pl)",verb_matzlichot.wav,3,פעלים_-_רבים_הווה,
1128,נכשלים,נִכְשָׁלִים,פעלים - רבים הווה,Nichshalim,"Fail (m, pl)",verb_nichshalim.wav,3,פעלים_-_רבים_הווה,
1129,נכשלות,נִכְשָׁלוֹת,פעלים - רבים הווה,Nichshalot,"Fail (f, pl)",verb_nichshalot.wav,3,פעלים_-_רבים_הווה,
1130,בודקים,בּוֹדְקִים,פעלים - רבים הווה,Bodkim,"Check (m, pl)",verb_bodkim.wav,3,פעלים_-_רבים_הווה,
1131,בודקות,בּוֹדְקוֹת,פעלים - רבים הווה,Bodkot,"Check (f, pl)",verb_bodkot.wav,3,פעלים_-_רבים_הווה,
1132,נוגעים,נוֹגְעִים,פעלים - רבים הווה,Nog'im,"Touch (m, pl)",verb_nogim.wav,3,פעלים_-_רבים_הווה,
1133,נוגעות,נוֹגְעוֹת,פעלים - רבים הווה,Nog'ot,"Touch (f, pl)",verb_nogot.wav,3,פעלים_-_רבים_הווה,
1134,מיחדים,מְיֻחָדִים,צורות רבים,Meyuchadim,"Special (m, pl)",adj_meyuchadim.wav,3,צורות_רבים,
1135,מיחדות,מְיֻחָדוֹת,צורות רבים,Meyuchadot,"Special (f, pl)",adj_meyuchadot.wav,3,צורות_רבים,
1136,פשוטים,פְּשׁוּטִים,צורות רבים,Pshutim,"Simple (m, pl)",adj_pshutim.wav,3,צורות_רבים,
1137,פשוטות,פְּשׁוּטוֹת,צורות רבים,Pshutot,"Simple (f, pl)",adj_pshutot.wav,3,צורות_רבים,
1138,מסבכים,מְסֻבָּכִים,צורות רבים,Mesubachim,"Complicated (m, pl)",adj_mesubachim.wav,3,צורות_רבים,
1139,מסבכות,מְסֻבָּכוֹת,צורות רבים,Mesubachot,"Complicated (f, pl)",adj_mesubachot.wav,3,צורות_רבים,
1140,אחרונים,אַחֲרוֹנִים,צורות רבים,Acharonim,"Last (m, pl)",adj_acharonim.wav,3,צורות_רבים,
1141,אחרונות,אַחֲרוֹנוֹת,צורות רבים,Acharonot,"Last (f, pl)",adj_acharonot.wav,3,צורות_רבים,
1142,ראשונים,רִאשׁוֹנִים,צורות רבים,Rishonim,"First (m, pl)",adj_rishonim.wav,3,צורות_רבים,
1143,ראשונות,רִאשׁוֹנוֹת,צורות רבים,Rishonot,"First (f, pl)",adj_rishonot.wav,3,צורות_רבים,
1144,דרך ארץ,דֶּרֶךְ אֶרֶץ,שמות עצם,Derech Eretz,Good manners/Respect,noun_derech_eretz.wav,3,שמות_עצם,
1145,מצב,מַצָּב,שמות עצם,Matzav,Situation/State,noun_matzav.wav,3,שמות_עצם,
1146,סוג,סוּג,שמות עצם,Sug,Type/Kind,noun_sug.wav,3,שמות_עצם,
1147,גדל,גֹּדֶל,שמות עצם,Godel,Size,noun_godel.wav,3,שמות_עצם,
1148,מספר,מִסְפָּר,שמות עצם,Mispar,Number,noun_mispar.wav,3,שמות_עצם,
1149,אות,אוֹת,שמות עצם,Ot,Letter (alphabet),noun_ot.wav,3,שמות_עצם,
1150,שפה,שָׂפָה,שמות עצם,Safa,Language/Lip,noun_safa.wav,3,שמות_עצם,
1151,דבור,דִּבּוּר,שמות עצם,Dibur,Speech,noun_dibur.wav,3,שמות_עצם,
1152,שיחה,שִׂיחָה,שמות עצם,Sicha,Conversation,noun_sicha.wav,3,שמות_עצם,
1153,רעיונות,רַעֲיוֹנוֹת,שמות עצם,Ra'ayonot,Ideas,noun_raayonot.wav,3,שמות_עצם,
1154,בעיות,בְּעָיוֹת,שמות עצם,Be'ayot,Problems,noun_beayot.wav,3,שמות_עצם,
1155,שאלות,שְׁאֵלוֹת,שמות עצם,She'elot,Questions,noun_sheelot.wav,3,שמות_עצם,
1156,תשובות,תְּשׁוּבוֹת,שמות עצם,Tshuvot,Answers,noun_tshuvot.wav,3,שמות_עצם,
1157,סיפורים,סִיפּוּרִים,שמות עצם,Sipurim,Stories,noun_sipurim.wav,3,שמות_עצם,
1158,גיטרה,גִּיטָרָה,כלי נגינה,Gitara,Guitar,instrument_gitara.wav,3,כלי_נגינה,
1159,פסנתר,פְּסַנְתֵּר,כלי נגינה,Psanter,Piano,instrument_psanter.wav,3,כלי_נגינה,
1160,תפים,תֻּפִּים,כלי נגינה,Tupim,Drums,instrument_tupim.wav,3,כלי_נגינה,
1161,כנור,כִּנּוֹר,כלי נגינה,Kinor,Violin,instrument_kinor.wav,3,כלי_נגינה,
1162,חצוצרה,חֲצוֹצְרָה,כלי נגינה,Chatzotzra,Trumpet,instrument_chatzotzra.wav,3,כלי_נגינה,
1163,ספה,סַפָּה,רהיטים,Sapa,Sofa/Couch,furniture_sapa.wav,3,רהיטים,
1164,כרסה,כֻּרְסָה,רהיטים,Kursa,Armchair,furniture_kursa.wav,3,רהיטים,
1165,שידה,שִׁידָּה,רהיטים,Shida,Dresser/Chest of drawers,furniture_shida.wav,3,רהיטים,
1166,מזנון,מִזְנוֹן,רהיטים,Miznon,Buffet/Sideboard,furniture_miznon.wav,3,רהיטים,
1167,וילון,וִילוֹן,רהיטים,Vilon,Curtain,furniture_vilon.wav,3,רהיטים,
1168,שטיח,שָׁטִיחַ,רהיטים,Shati'ach,Carpet/Rug,furniture_shatiach.wav,3,רהיטים,
1169,מנורה,מְנוֹרָה,רהיטים,Menora,Lamp,furniture_menora.wav,3,רהיטים,
1170,עגבניה,עַגְבָנִיָּה,ירקות,Agvaniya,Tomato,vegetable_agvaniya.wav,3,ירקות,
1171,מלפפון,מְלָפְפוֹן,ירקות,Melafefon,Cucumber,vegetable_melafefon.wav,3,ירקות,
1172,גזר,גֶּזֶר,ירקות,Gezer,Carrot,vegetable_gezer.wav,3,ירקות,
1173,בצל,בָּצָל,ירקות,Batzal,Onion,vegetable_batzal.wav,3,ירקות,
1174,שום,שׁוּם,ירקות,Shum,Garlic,vegetable_shum.wav,3,ירקות,
1175,חסה,חַסָּה,ירקות,Chasa,Lettuce,vegetable_chasa.wav,3,ירקות,
1176,פלפל,פִּלְפֵּל,ירקות,Pilpel,Pepper,vegetable_pilpel.wav,3,ירקות,
1177,כרוב,כְּרוּב,ירקות,Kruv,Cabbage,vegetable_kruv.wav,3,ירקות,
1178,כרובית,כְּרוּבִית,ירקות,Kruvit,Cauliflower,vegetable_kruvit.wav,3,ירקות,
1179,תפוח אדמה,תַּפּוּחַ אֲדָמָה,ירקות,Tapuach Adama,Potato,vegetable_tapuach_adama.wav,3,ירקות,
1180,בטטה,בָּטָטָה,ירקות,Batata,Sweet Potato,vegetable_batata.wav,3,ירקות,
1181,בואו,בּוֹאוּ,פעלים - ציווי רבים,Bo'u,"Come (pl, imperative)",verb_bou.wav,3,פעלים_-_ציווי_רבים,
1182,לכו,לְכוּ,פעלים - ציווי רבים,Lechu,"Go (pl, imperative)",verb_lechu.wav,3,פעלים_-_ציווי_רבים,
1183,שבו,שְׁבוּ,פעלים - ציווי רבים,Shvu,"Sit (pl, imperative)",verb_shvu.wav,3,פעלים_-_ציווי_רבים,
1184,קומו,קוּמוּ,פעלים - ציווי רבים,Kumu,"Get up (pl, imperative)",verb_kumu.wav,3,פעלים_-_ציווי_רבים,
1185,תנו,תְּנוּ,פעלים - ציווי רבים,Tnu,"Give (pl, imperative)",verb_tnu.wav,3,פעלים_-_ציווי_רבים,
